Date,Product,Demand,Temperature,Promotion,Region
2025-11-08,Cheese,82,27,0,Bangalore
2025-11-09,Cheese,79,24,0,Bangalore
2025-11-10,Cheese,73,25,0,Bangalore
2025-11-11,Cheese,71,29,0,Bangalore
2025-11-12,Cheese,68,24,0,Bangalore
2025-11-13,Cheese,68,30,0,Bangalore
2025-11-14,Cheese,73,30,0,Bangalore
2025-11-15,Cheese,89,30,1,Bangalore
2025-11-16,Cheese,83,25,0,Bangalore
2025-11-17,Cheese,81,26,1,Bangalore
2025-11-18,Cheese,72,28,0,Bangalore
2025-11-19,Cheese,75,29,1,Bangalore
2025-11-20,Cheese,73,24,0,Bangalore
2025-11-21,Cheese,72,29,0,Bangalore
2025-11-22,Cheese,83,26,0,Bangalore
2025-11-23,Cheese,79,27,0,Bangalore
2025-11-24,Cheese,77,24,1,Bangalore
2025-11-25,Cheese,75,27,1,Bangalore
2025-11-26,Cheese,68,28,0,Bangalore
2025-11-27,Cheese,72,30,0,Bangalore
2025-11-28,Cheese,70,28,0,Bangalore
2025-11-29,Cheese,80,29,0,Bangalore
2025-11-30,Cheese,89,31,1,Bangalore
2025-12-01,Cheese,83,29,0,Bangalore
2025-12-02,Cheese,78,30,0,Bangalore
2025-12-03,Cheese,77,31,0,Bangalore
2025-12-04,Cheese,79,24,0,Bangalore
2025-12-05,Cheese,87,31,1,Bangalore
2025-12-06,Cheese,91,30,0,Bangalore
2025-12-07,Cheese,93,26,0,Bangalore
2025-12-08,Cheese,83,24,0,Bangalore
2025-12-09,Cheese,80,30,0,Bangalore
2025-12-10,Cheese,83,25,0,Bangalore
2025-12-11,Cheese,83,31,0,Bangalore
2025-12-12,Cheese,79,25,0,Bangalore
2025-12-13,Cheese,91,29,0,Bangalore
2025-12-14,Cheese,91,28,0,Bangalore
2025-12-15,Cheese,81,25,0,Bangalore
2025-12-16,Cheese,80,28,0,Bangalore
2025-12-17,Cheese,88,28,1,Bangalore
2025-12-18,Cheese,78,24,0,Bangalore
2025-12-19,Cheese,77,24,0,Bangalore
2025-12-20,Cheese,99,29,1,Bangalore
2025-12-21,Cheese,89,29,0,Bangalore
2025-12-22,Cheese,79,29,0,Bangalore
2025-12-23,Cheese,77,30,0,Bangalore
2025-12-24,Cheese,77,31,0,Bangalore
2025-12-25,Cheese,81,27,0,Bangalore
2025-12-26,Cheese,88,26,1,Bangalore
2025-12-27,Cheese,90,24,0,Bangalore
2025-12-28,Cheese,87,29,0,Bangalore
2025-12-29,Cheese,79,31,0,Bangalore
2025-12-30,Cheese,82,30,0,Bangalore
2025-12-31,Cheese,78,26,0,Bangalore
2026-01-01,Cheese,80,26,0,Bangalore
2026-01-02,Cheese,78,31,0,Bangalore
2026-01-03,Cheese,92,24,0,Bangalore
2026-01-04,Cheese,87,28,0,Bangalore
2026-01-05,Cheese,83,31,0,Bangalore
2026-01-06,Cheese,85,25,1,Bangalore
2026-01-07,Cheese,80,27,0,Bangalore
2026-01-08,Cheese,91,28,1,Bangalore
2026-01-09,Cheese,77,27,0,Bangalore
2026-01-10,Cheese,98,28,1,Bangalore
2026-01-11,Cheese,89,24,0,Bangalore
2026-01-12,Cheese,91,24,1,Bangalore
2026-01-13,Cheese,78,28,0,Bangalore
2026-01-14,Cheese,81,30,0,Bangalore
2026-01-15,Cheese,86,27,1,Bangalore
2026-01-16,Cheese,79,28,0,Bangalore
2026-01-17,Cheese,87,31,0,Bangalore
2026-01-18,Cheese,89,29,0,Bangalore
2026-01-19,Cheese,81,28,0,Bangalore
2026-01-20,Cheese,80,27,0,Bangalore
2026-01-21,Cheese,77,28,0,Bangalore
2026-01-22,Cheese,82,27,0,Bangalore
2026-01-23,Cheese,91,31,1,Bangalore
2026-01-24,Cheese,99,31,1,Bangalore
2026-01-25,Cheese,88,30,0,Bangalore
2026-01-26,Cheese,91,26,1,Bangalore
2026-01-27,Cheese,80,24,0,Bangalore
2026-01-28,Cheese,81,27,0,Bangalore
2026-01-29,Cheese,86,25,1,Bangalore
2026-01-30,Cheese,83,30,0,Bangalore
2026-01-31,Cheese,89,29,0,Bangalore
2026-02-01,Cheese,90,25,0,Bangalore
2026-02-02,Cheese,82,31,0,Bangalore
2026-02-03,Cheese,82,26,0,Bangalore
2026-02-04,Cheese,85,30,1,Bangalore
2026-02-05,Cheese,88,27,1,Bangalore
2026-02-06,Cheese,90,30,1,Bangalore
2026-02-07,Cheese,90,24,0,Bangalore
2026-02-08,Cheese,87,30,0,Bangalore
2026-02-09,Cheese,90,24,1,Bangalore
2026-02-10,Cheese,86,31,1,Bangalore
2026-02-11,Cheese,79,27,0,Bangalore
2026-02-12,Cheese,81,25,0,Bangalore
2026-02-13,Cheese,86,28,1,Bangalore
2026-02-14,Cheese,92,25,0,Bangalore
2026-02-15,Cheese,92,31,0,Bangalore
2026-02-16,Cheese,83,28,0,Bangalore
2026-02-17,Cheese,79,24,0,Bangalore
2026-02-18,Cheese,82,25,0,Bangalore
2026-02-19,Cheese,79,25,0,Bangalore
2026-02-20,Cheese,79,29,0,Bangalore
2026-02-21,Cheese,92,25,0,Bangalore
2026-02-22,Cheese,89,31,0,Bangalore
2026-02-23,Cheese,90,31,1,Bangalore
2026-02-24,Cheese,89,26,1,Bangalore
2026-02-25,Cheese,82,24,0,Bangalore
2026-02-26,Cheese,79,27,0,Bangalore
2026-02-27,Cheese,83,29,0,Bangalore
2026-02-28,Cheese,100,26,1,Bangalore
2026-03-01,Cheese,77,30,0,Bangalore
2026-03-02,Cheese,79,26,1,Bangalore
2026-03-03,Cheese,70,24,0,Bangalore
2026-03-04,Cheese,73,28,0,Bangalore
2026-03-05,Cheese,71,24,0,Bangalore
2026-03-06,Cheese,78,31,1,Bangalore
2026-03-07,Cheese,80,30,0,Bangalore
2026-03-08,Cheese,81,29,0,Bangalore
2026-03-09,Cheese,67,28,0,Bangalore
2026-03-10,Cheese,81,27,1,Bangalore
2026-03-11,Cheese,72,25,0,Bangalore
2026-03-12,Cheese,72,25,0,Bangalore
2026-03-13,Cheese,70,26,0,Bangalore
2026-03-14,Cheese,79,30,0,Bangalore
2026-03-15,Cheese,85,29,1,Bangalore
2026-03-16,Cheese,79,25,1,Bangalore
2026-03-17,Cheese,78,31,1,Bangalore
2026-03-18,Cheese,68,24,0,Bangalore
2026-03-19,Cheese,72,29,0,Bangalore
2026-03-20,Cheese,68,24,0,Bangalore
2026-03-21,Cheese,83,29,0,Bangalore
2026-03-22,Cheese,77,30,0,Bangalore
2026-03-23,Cheese,69,29,0,Bangalore
2026-03-24,Cheese,71,29,0,Bangalore
2026-03-25,Cheese,80,29,1,Bangalore
2026-03-26,Cheese,71,28,0,Bangalore
2026-03-27,Cheese,79,28,1,Bangalore
2026-03-28,Cheese,85,31,1,Bangalore
2026-03-29,Cheese,78,26,0,Bangalore
2026-03-30,Cheese,79,30,1,Bangalore
2026-03-31,Cheese,72,30,0,Bangalore
2025-01-01,Yogurt,94,24,1,Bangalore
2025-01-02,Yogurt,92,28,1,Bangalore
2025-01-03,Yogurt,82,24,0,Bangalore
2025-01-04,Yogurt,101,28,1,Bangalore
2025-01-05,Yogurt,97,24,0,Bangalore
2025-01-06,Yogurt,83,31,0,Bangalore
2025-01-07,Yogurt,92,30,1,Bangalore
2025-01-08,Yogurt,96,29,1,Bangalore
2025-01-09,Yogurt,82,24,0,Bangalore
2025-01-10,Yogurt,86,31,0,Bangalore
2025-01-11,Yogurt,94,25,0,Bangalore
2025-01-12,Yogurt,101,31,1,Bangalore
2025-01-13,Yogurt,93,24,1,Bangalore
2025-01-14,Yogurt,83,29,0,Bangalore
2025-01-15,Yogurt,90,30,1,Bangalore
2025-01-16,Yogurt,87,28,0,Bangalore
2025-01-17,Yogurt,92,28,1,Bangalore
2025-01-18,Yogurt,100,30,1,Bangalore
2025-01-19,Yogurt,105,30,1,Bangalore
2025-01-20,Yogurt,83,26,0,Bangalore
2025-01-21,Yogurt,88,25,0,Bangalore
2025-01-22,Yogurt,88,31,0,Bangalore
2025-01-23,Yogurt,83,31,0,Bangalore
2025-01-24,Yogurt,90,24,1,Bangalore
2025-01-25,Yogurt,104,27,1,Bangalore
2025-01-26,Yogurt,92,28,0,Bangalore
2025-01-27,Yogurt,83,26,0,Bangalore
2025-01-28,Yogurt,87,26,0,Bangalore
2025-01-29,Yogurt,92,31,1,Bangalore
2025-01-30,Yogurt,95,29,1,Bangalore
2025-01-31,Yogurt,88,24,0,Bangalore
2025-02-01,Yogurt,98,30,0,Bangalore
2025-02-02,Yogurt,94,24,0,Bangalore
2025-02-03,Yogurt,87,29,0,Bangalore
2025-02-04,Yogurt,94,26,1,Bangalore
2025-02-05,Yogurt,83,26,0,Bangalore
2025-02-06,Yogurt,91,24,1,Bangalore
2025-02-07,Yogurt,95,30,1,Bangalore
2025-02-08,Yogurt,98,29,0,Bangalore
2025-02-09,Yogurt,102,29,1,Bangalore
2025-02-10,Yogurt,82,31,0,Bangalore
2025-02-11,Yogurt,83,27,0,Bangalore
2025-02-12,Yogurt,86,28,0,Bangalore
2025-02-13,Yogurt,82,28,0,Bangalore
2025-02-14,Yogurt,86,26,0,Bangalore
2025-02-15,Yogurt,94,28,0,Bangalore
2025-02-16,Yogurt,93,28,0,Bangalore
2025-02-17,Yogurt,85,31,0,Bangalore
2025-02-18,Yogurt,82,25,0,Bangalore
2025-02-19,Yogurt,96,24,1,Bangalore
2025-02-20,Yogurt,85,27,0,Bangalore
2025-02-21,Yogurt,94,30,1,Bangalore
2025-02-22,Yogurt,106,27,1,Bangalore
2025-02-23,Yogurt,93,31,0,Bangalore
2025-02-24,Yogurt,86,25,0,Bangalore
2025-02-25,Yogurt,90,27,1,Bangalore
2025-02-26,Yogurt,88,27,0,Bangalore
2025-02-27,Yogurt,84,28,0,Bangalore
2025-02-28,Yogurt,82,25,0,Bangalore
2025-03-01,Yogurt,129,30,1,Bangalore
2025-03-02,Yogurt,119,30,0,Bangalore
2025-03-03,Yogurt,118,25,1,Bangalore
2025-03-04,Yogurt,117,28,1,Bangalore
2025-03-05,Yogurt,116,24,1,Bangalore
2025-03-06,Yogurt,121,30,1,Bangalore
2025-03-07,Yogurt,112,29,0,Bangalore
2025-03-08,Yogurt,123,28,0,Bangalore
2025-03-09,Yogurt,118,26,0,Bangalore
2025-03-10,Yogurt,121,24,1,Bangalore
2025-03-11,Yogurt,121,30,1,Bangalore
2025-03-12,Yogurt,115,25,1,Bangalore
2025-03-13,Yogurt,110,24,0,Bangalore
2025-03-14,Yogurt,116,31,1,Bangalore
2025-03-15,Yogurt,130,30,1,Bangalore
2025-03-16,Yogurt,120,27,0,Bangalore
2025-03-17,Yogurt,109,24,0,Bangalore
2025-03-18,Yogurt,109,30,0,Bangalore
2025-03-19,Yogurt,115,31,1,Bangalore
2025-03-20,Yogurt,109,31,0,Bangalore
2025-03-21,Yogurt,112,27,0,Bangalore
2025-03-22,Yogurt,126,26,1,Bangalore
2025-03-23,Yogurt,123,30,0,Bangalore
2025-03-24,Yogurt,113,28,0,Bangalore
2025-03-25,Yogurt,113,27,0,Bangalore
2025-03-26,Yogurt,108,25,0,Bangalore
2025-03-27,Yogurt,109,24,0,Bangalore
2025-03-28,Yogurt,111,28,0,Bangalore
2025-03-29,Yogurt,117,31,0,Bangalore
2025-03-30,Yogurt,117,24,0,Bangalore
2025-03-31,Yogurt,110,25,0,Bangalore
2025-04-01,Yogurt,118,29,1,Bangalore
2025-04-02,Yogurt,108,24,0,Bangalore
2025-04-03,Yogurt,108,31,0,Bangalore
2025-04-04,Yogurt,108,26,0,Bangalore
2025-04-05,Yogurt,118,30,0,Bangalore
2025-04-06,Yogurt,126,28,1,Bangalore
2025-04-07,Yogurt,111,31,0,Bangalore
2025-04-08,Yogurt,112,25,0,Bangalore
2025-04-09,Yogurt,110,24,0,Bangalore
2025-04-10,Yogurt,113,25,0,Bangalore
2025-04-11,Yogurt,111,26,0,Bangalore
2025-04-12,Yogurt,120,30,0,Bangalore
2025-04-13,Yogurt,126,28,1,Bangalore
2025-04-14,Yogurt,108,27,0,Bangalore
2025-04-15,Yogurt,107,25,0,Bangalore
2025-04-16,Yogurt,117,25,1,Bangalore
2025-04-17,Yogurt,117,25,1,Bangalore
2025-04-18,Yogurt,110,24,0,Bangalore
2025-04-19,Yogurt,119,24,0,Bangalore
2025-04-20,Yogurt,126,26,1,Bangalore
2025-04-21,Yogurt,118,26,1,Bangalore
2025-04-22,Yogurt,112,28,0,Bangalore
2025-04-23,Yogurt,111,29,0,Bangalore
2025-04-24,Yogurt,107,29,0,Bangalore
2025-04-25,Yogurt,108,24,0,Bangalore
2025-04-26,Yogurt,128,31,1,Bangalore
2025-04-27,Yogurt,123,29,0,Bangalore
2025-04-28,Yogurt,108,24,0,Bangalore
2025-04-29,Yogurt,107,25,0,Bangalore
2025-04-30,Yogurt,110,25,0,Bangalore
2025-05-01,Yogurt,110,30,0,Bangalore
2025-05-02,Yogurt,108,28,0,Bangalore
2025-05-03,Yogurt,125,29,1,Bangalore
2025-05-04,Yogurt,125,27,1,Bangalore
2025-05-05,Yogurt,112,28,0,Bangalore
2025-05-06,Yogurt,111,25,0,Bangalore
2025-05-07,Yogurt,108,27,0,Bangalore
2025-05-08,Yogurt,121,25,1,Bangalore
2025-05-09,Yogurt,112,28,0,Bangalore
2025-05-10,Yogurt,120,31,0,Bangalore
2025-05-11,Yogurt,127,27,1,Bangalore
2025-05-12,Yogurt,116,30,1,Bangalore
2025-05-13,Yogurt,117,31,1,Bangalore
2025-05-14,Yogurt,120,25,1,Bangalore
2025-05-15,Yogurt,110,29,0,Bangalore
2025-05-16,Yogurt,110,29,0,Bangalore
2025-05-17,Yogurt,121,26,0,Bangalore
2025-05-18,Yogurt,119,26,0,Bangalore
2025-05-19,Yogurt,111,29,0,Bangalore
2025-05-20,Yogurt,113,26,0,Bangalore
2025-05-21,Yogurt,113,26,0,Bangalore
2025-05-22,Yogurt,119,31,1,Bangalore
2025-05-23,Yogurt,115,30,1,Bangalore
2025-05-24,Yogurt,122,30,0,Bangalore
2025-05-25,Yogurt,121,24,0,Bangalore
2025-05-26,Yogurt,108,24,0,Bangalore
2025-05-27,Yogurt,121,31,1,Bangalore
2025-05-28,Yogurt,108,29,0,Bangalore
2025-05-29,Yogurt,113,27,0,Bangalore
2025-05-30,Yogurt,108,29,0,Bangalore
2025-05-31,Yogurt,119,25,0,Bangalore
2025-06-01,Yogurt,110,29,1,Bangalore
2025-06-02,Yogurt,93,27,0,Bangalore
2025-06-03,Yogurt,104,28,1,Bangalore
2025-06-04,Yogurt,101,29,1,Bangalore
2025-06-05,Yogurt,95,28,0,Bangalore
2025-06-06,Yogurt,105,24,1,Bangalore
2025-06-07,Yogurt,104,31,0,Bangalore
2025-06-08,Yogurt,105,30,0,Bangalore
2025-06-09,Yogurt,93,24,0,Bangalore
2025-06-10,Yogurt,95,26,0,Bangalore
2025-06-11,Yogurt,103,25,1,Bangalore
2025-06-12,Yogurt,96,28,0,Bangalore
2025-06-13,Yogurt,101,29,1,Bangalore
2025-06-14,Yogurt,113,28,1,Bangalore
2025-06-15,Yogurt,105,25,0,Bangalore
2025-06-16,Yogurt,92,31,0,Bangalore
2025-06-17,Yogurt,105,24,1,Bangalore
2025-06-18,Yogurt,105,29,1,Bangalore
2025-06-19,Yogurt,105,27,1,Bangalore
2025-06-20,Yogurt,94,25,0,Bangalore
2025-06-21,Yogurt,104,25,0,Bangalore
2025-06-22,Yogurt,106,25,0,Bangalore
2025-06-23,Yogurt,92,31,0,Bangalore
2025-06-24,Yogurt,92,29,0,Bangalore
2025-06-25,Yogurt,103,26,1,Bangalore
2025-06-26,Yogurt,95,24,0,Bangalore
2025-06-27,Yogurt,93,31,0,Bangalore
2025-06-28,Yogurt,111,29,1,Bangalore
2025-06-29,Yogurt,110,31,1,Bangalore
2025-06-30,Yogurt,100,26,1,Bangalore
2025-07-01,Yogurt,98,27,0,Bangalore
2025-07-02,Yogurt,106,28,1,Bangalore
2025-07-03,Yogurt,101,31,1,Bangalore
2025-07-04,Yogurt,96,25,0,Bangalore
2025-07-05,Yogurt,104,25,0,Bangalore
2025-07-06,Yogurt,103,25,0,Bangalore
2025-07-07,Yogurt,96,29,0,Bangalore
2025-07-08,Yogurt,93,29,0,Bangalore
2025-07-09,Yogurt,102,30,1,Bangalore
2025-07-10,Yogurt,103,25,1,Bangalore
2025-07-11,Yogurt,92,24,0,Bangalore
2025-07-12,Yogurt,111,27,1,Bangalore
2025-07-13,Yogurt,103,28,0,Bangalore
2025-07-14,Yogurt,92,30,0,Bangalore
2025-07-15,Yogurt,104,27,1,Bangalore
2025-07-16,Yogurt,92,24,0,Bangalore
2025-07-17,Yogurt,97,31,0,Bangalore
2025-07-18,Yogurt,96,29,0,Bangalore
2025-07-19,Yogurt,112,26,1,Bangalore
2025-07-20,Yogurt,105,25,0,Bangalore
2025-07-21,Yogurt,95,25,0,Bangalore
2025-07-22,Yogurt,97,25,0,Bangalore
2025-07-23,Yogurt,96,27,0,Bangalore
2025-07-24,Yogurt,103,30,1,Bangalore
2025-07-25,Yogurt,97,31,0,Bangalore
2025-07-26,Yogurt,116,27,1,Bangalore
2025-07-27,Yogurt,104,28,0,Bangalore
2025-07-28,Yogurt,100,25,1,Bangalore
2025-07-29,Yogurt,98,28,0,Bangalore
2025-07-30,Yogurt,98,25,0,Bangalore
2025-07-31,Yogurt,94,31,0,Bangalore
2025-08-01,Yogurt,95,30,0,Bangalore
2025-08-02,Yogurt,105,28,0,Bangalore
2025-08-03,Yogurt,106,26,0,Bangalore
2025-08-04,Yogurt,104,28,1,Bangalore
2025-08-05,Yogurt,92,31,0,Bangalore
2025-08-06,Yogurt,104,26,1,Bangalore
2025-08-07,Yogurt,105,30,1,Bangalore
2025-08-08,Yogurt,106,28,1,Bangalore
2025-08-09,Yogurt,105,28,0,Bangalore
2025-08-10,Yogurt,102,27,0,Bangalore
2025-08-11,Yogurt,96,27,0,Bangalore
2025-08-12,Yogurt,95,29,0,Bangalore
2025-08-13,Yogurt,93,31,0,Bangalore
2025-08-14,Yogurt,98,29,0,Bangalore
2025-08-15,Yogurt,93,25,0,Bangalore
2025-08-16,Yogurt,107,29,0,Bangalore
2025-08-17,Yogurt,108,27,0,Bangalore
2025-08-18,Yogurt,96,31,0,Bangalore
2025-08-19,Yogurt,102,31,1,Bangalore
2025-08-20,Yogurt,98,24,0,Bangalore
2025-08-21,Yogurt,97,28,0,Bangalore
2025-08-22,Yogurt,97,26,0,Bangalore
2025-08-23,Yogurt,113,27,1,Bangalore
2025-08-24,Yogurt,103,24,0,Bangalore
2025-08-25,Yogurt,92,27,0,Bangalore
2025-08-26,Yogurt,102,28,1,Bangalore
2025-08-27,Yogurt,92,26,0,Bangalore
2025-08-28,Yogurt,97,30,0,Bangalore
2025-08-29,Yogurt,98,27,0,Bangalore
2025-08-30,Yogurt,105,28,0,Bangalore
2025-08-31,Yogurt,113,25,1,Bangalore
2025-09-01,Yogurt,92,28,0,Bangalore
2025-09-02,Yogurt,92,30,0,Bangalore
2025-09-03,Yogurt,102,31,1,Bangalore
2025-09-04,Yogurt,106,29,1,Bangalore
2025-09-05,Yogurt,97,25,0,Bangalore
2025-09-06,Yogurt,102,30,0,Bangalore
2025-09-07,Yogurt,108,26,0,Bangalore
2025-09-08,Yogurt,98,30,0,Bangalore
2025-09-09,Yogurt,98,29,0,Bangalore
2025-09-10,Yogurt,102,30,1,Bangalore
2025-09-11,Yogurt,92,26,0,Bangalore
2025-09-12,Yogurt,92,27,0,Bangalore
2025-09-13,Yogurt,112,30,1,Bangalore
2025-09-14,Yogurt,115,27,1,Bangalore
2025-09-15,Yogurt,94,27,0,Bangalore
2025-09-16,Yogurt,93,29,0,Bangalore
2025-09-17,Yogurt,103,24,1,Bangalore
2025-09-18,Yogurt,96,24,0,Bangalore
2025-09-19,Yogurt,103,31,1,Bangalore
2025-09-20,Yogurt,107,30,0,Bangalore
2025-09-21,Yogurt,108,28,0,Bangalore
2025-09-22,Yogurt,96,27,0,Bangalore
2025-09-23,Yogurt,96,30,0,Bangalore
2025-09-24,Yogurt,96,28,0,Bangalore
2025-09-25,Yogurt,95,25,0,Bangalore
2025-09-26,Yogurt,102,27,1,Bangalore
2025-09-27,Yogurt,102,28,0,Bangalore
2025-09-28,Yogurt,104,27,0,Bangalore
2025-09-29,Yogurt,106,25,1,Bangalore
2025-09-30,Yogurt,92,25,0,Bangalore
2025-10-01,Yogurt,93,28,0,Bangalore
2025-10-02,Yogurt,94,25,0,Bangalore
2025-10-03,Yogurt,104,27,1,Bangalore
2025-10-04,Yogurt,102,31,0,Bangalore
2025-10-05,Yogurt,107,30,0,Bangalore
2025-10-06,Yogurt,92,28,0,Bangalore
2025-10-07,Yogurt,97,28,0,Bangalore
2025-10-08,Yogurt,97,30,0,Bangalore
2025-10-09,Yogurt,95,26,0,Bangalore
2025-10-10,Yogurt,97,25,0,Bangalore
2025-10-11,Yogurt,114,31,1,Bangalore
2025-10-12,Yogurt,103,26,0,Bangalore
2025-10-13,Yogurt,97,27,0,Bangalore
2025-10-14,Yogurt,101,24,1,Bangalore
2025-10-15,Yogurt,98,26,0,Bangalore
2025-10-16,Yogurt,106,31,1,Bangalore
2025-10-17,Yogurt,97,27,0,Bangalore
2025-10-18,Yogurt,114,24,1,Bangalore
2025-10-19,Yogurt,102,25,0,Bangalore
2025-10-20,Yogurt,100,28,1,Bangalore
2025-10-21,Yogurt,93,24,0,Bangalore
2025-10-22,Yogurt,94,28,0,Bangalore
2025-10-23,Yogurt,97,24,0,Bangalore
2025-10-24,Yogurt,95,28,0,Bangalore
2025-10-25,Yogurt,106,27,0,Bangalore
2025-10-26,Yogurt,116,31,1,Bangalore
2025-10-27,Yogurt,96,29,0,Bangalore
2025-10-28,Yogurt,100,24,1,Bangalore
2025-10-29,Yogurt,102,28,1,Bangalore
2025-10-30,Yogurt,98,31,0,Bangalore
2025-10-31,Yogurt,103,25,1,Bangalore
2025-11-01,Yogurt,108,24,0,Bangalore
2025-11-02,Yogurt,105,25,0,Bangalore
2025-11-03,Yogurt,106,26,1,Bangalore
2025-11-04,Yogurt,94,25,0,Bangalore
2025-11-05,Yogurt,95,30,0,Bangalore
2025-11-06,Yogurt,97,31,0,Bangalore
2025-11-07,Yogurt,103,24,1,Bangalore
2025-11-08,Yogurt,102,27,0,Bangalore
2025-11-09,Yogurt,107,27,0,Bangalore
2025-11-10,Yogurt,92,28,0,Bangalore
2025-11-11,Yogurt,92,26,0,Bangalore
2025-11-12,Yogurt,102,29,1,Bangalore
2025-11-13,Yogurt,98,30,0,Bangalore
2025-11-14,Yogurt,98,31,0,Bangalore
2025-11-15,Yogurt,106,27,0,Bangalore
2025-11-16,Yogurt,104,26,0,Bangalore
2025-11-17,Yogurt,100,28,1,Bangalore
2025-11-18,Yogurt,92,28,0,Bangalore
2025-11-19,Yogurt,94,25,0,Bangalore
2025-11-20,Yogurt,95,31,0,Bangalore
2025-11-21,Yogurt,97,29,0,Bangalore
2025-11-22,Yogurt,103,31,0,Bangalore
2025-11-23,Yogurt,106,26,0,Bangalore
2025-11-24,Yogurt,105,25,1,Bangalore
2025-11-25,Yogurt,106,30,1,Bangalore
2025-11-26,Yogurt,97,27,0,Bangalore
2025-11-27,Yogurt,94,26,0,Bangalore
2025-11-28,Yogurt,98,24,0,Bangalore
2025-11-29,Yogurt,114,26,1,Bangalore
2025-11-30,Yogurt,105,29,0,Bangalore
2025-12-01,Yogurt,90,30,1,Bangalore
2025-12-02,Yogurt,84,27,0,Bangalore
2025-12-03,Yogurt,88,29,0,Bangalore
2025-12-04,Yogurt,95,31,1,Bangalore
2025-12-05,Yogurt,82,30,0,Bangalore
2025-12-06,Yogurt,106,24,1,Bangalore
2025-12-07,Yogurt,103,27,1,Bangalore
2025-12-08,Yogurt,85,25,0,Bangalore
2025-12-09,Yogurt,83,27,0,Bangalore
2025-12-10,Yogurt,85,25,0,Bangalore
2025-12-11,Yogurt,96,25,1,Bangalore
2025-12-12,Yogurt,84,29,0,Bangalore
2025-12-13,Yogurt,98,27,0,Bangalore
2025-12-14,Yogurt,93,30,0,Bangalore
2025-12-15,Yogurt,92,29,1,Bangalore
2025-12-16,Yogurt,88,29,0,Bangalore
2025-12-17,Yogurt,94,29,1,Bangalore
2025-12-18,Yogurt,84,25,0,Bangalore
2025-12-19,Yogurt,84,29,0,Bangalore
2025-12-20,Yogurt,96,26,0,Bangalore
2025-12-21,Yogurt,96,31,0,Bangalore
2025-12-22,Yogurt,91,31,1,Bangalore
2025-12-23,Yogurt,93,30,1,Bangalore
2025-12-24,Yogurt,91,29,1,Bangalore
2025-12-25,Yogurt,84,24,0,Bangalore
2025-12-26,Yogurt,85,28,0,Bangalore
2025-12-27,Yogurt,102,31,1,Bangalore
2025-12-28,Yogurt,97,27,0,Bangalore
2025-12-29,Yogurt,85,26,0,Bangalore
2025-12-30,Yogurt,93,24,1,Bangalore
2025-12-31,Yogurt,92,29,1,Bangalore
2026-01-01,Yogurt,82,29,0,Bangalore
2026-01-02,Yogurt,83,26,0,Bangalore
2026-01-03,Yogurt,101,24,1,Bangalore
2026-01-04,Yogurt,94,27,0,Bangalore
2026-01-05,Yogurt,84,25,0,Bangalore
2026-01-06,Yogurt,93,30,1,Bangalore
2026-01-07,Yogurt,94,25,1,Bangalore
2026-01-08,Yogurt,94,27,1,Bangalore
2026-01-09,Yogurt,86,24,0,Bangalore
2026-01-10,Yogurt,93,27,0,Bangalore
2026-01-11,Yogurt,97,24,0,Bangalore
2026-01-12,Yogurt,84,31,0,Bangalore
2026-01-13,Yogurt,83,26,0,Bangalore
2026-01-14,Yogurt,94,26,1,Bangalore
2026-01-15,Yogurt,85,31,0,Bangalore
2026-01-16,Yogurt,88,25,0,Bangalore
2026-01-17,Yogurt,96,26,0,Bangalore
2026-01-18,Yogurt,106,25,1,Bangalore
2026-01-19,Yogurt,83,31,0,Bangalore
2026-01-20,Yogurt,85,25,0,Bangalore
2026-01-21,Yogurt,86,30,0,Bangalore
2026-01-22,Yogurt,88,26,0,Bangalore
2026-01-23,Yogurt,87,26,0,Bangalore
2026-01-24,Yogurt,103,25,1,Bangalore
2026-01-25,Yogurt,92,24,0,Bangalore
2026-01-26,Yogurt,82,28,0,Bangalore
2026-01-27,Yogurt,83,27,0,Bangalore
2026-01-28,Yogurt,83,30,0,Bangalore
2026-01-29,Yogurt,86,29,0,Bangalore
2026-01-30,Yogurt,83,29,0,Bangalore
2026-01-31,Yogurt,95,30,0,Bangalore
2026-02-01,Yogurt,97,25,0,Bangalore
2026-02-02,Yogurt,85,29,0,Bangalore
2026-02-03,Yogurt,82,25,0,Bangalore
2026-02-04,Yogurt,88,31,0,Bangalore
2026-02-05,Yogurt,94,27,1,Bangalore
2026-02-06,Yogurt,84,27,0,Bangalore
2026-02-07,Yogurt,94,29,0,Bangalore
2026-02-08,Yogurt,93,25,0,Bangalore
2026-02-09,Yogurt,87,30,0,Bangalore
2026-02-10,Yogurt,91,28,1,Bangalore
2026-02-11,Yogurt,91,28,1,Bangalore
2026-02-12,Yogurt,82,31,0,Bangalore
2026-02-13,Yogurt,86,31,0,Bangalore
2026-02-14,Yogurt,95,25,0,Bangalore
2026-02-15,Yogurt,96,29,0,Bangalore
2026-02-16,Yogurt,87,27,0,Bangalore
2026-02-17,Yogurt,82,25,0,Bangalore
2026-02-18,Yogurt,87,28,0,Bangalore
2026-02-19,Yogurt,85,29,0,Bangalore
2026-02-20,Yogurt,84,26,0,Bangalore
2026-02-21,Yogurt,94,24,0,Bangalore
2026-02-22,Yogurt,92,30,0,Bangalore
2026-02-23,Yogurt,93,24,1,Bangalore
2026-02-24,Yogurt,83,26,0,Bangalore
